name	taxonomy_id	taxonomy_lvl	C10_S21_S._num	C10_S21_S._frac	C1_S12_S._num	C1_S12_S._frac	C2_S13_S._num	C2_S13_S._frac	C3_S14_S._num	C3_S14_S._frac	C4_S15_S._num	C4_S15_S._frac	C5_S16_S._num	C5_S16_S._frac	C6_S17_S._num	C6_S17_S._frac	C7_S18_S._num	C7_S18_S._frac	C9_S20_S._num	C9_S20_S._frac	Post_Cntl_S._num	Post_Cntl_S._frac	S10_S11_S._num	S10_S11_S._frac	S1_S2_S._num	S1_S2_S._frac	S2_S3_S._num	S2_S3_S._frac	S3_S4_S._num	S3_S4_S._frac	S4_S5_S._num	S4_S5_S._frac	S5_S6_S._num	S5_S6_S._frac	S6_S7_S._num	S6_S7_S._frac	S7_S8_S._num	S7_S8_S._frac	S8_S9_S._num	S8_S9_S._frac	S9_S10_S._num	S9_S10_S._frac
Serangoonvirus essarone	3060697	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	20	0.00000	24	0.00000	15	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Kenoshavirus duffington	2844664	S	0	0.00000	121	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	69	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Samwavirus samW	2734273	S	0	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Samwavirus stiles	2844019	S	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Certrevirus PBES02	1980960	S	0	0.00000	45	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Certrevirus CR8	1914898	S	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chunghsingvirus P1201	3427939	S	0	0.00000	38	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ralstonia phage RSP15	1785960	S	0	0.00000	17	0.00000	0	0.00000	40	0.00000	10	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000
Tedavirus A829	2841302	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sophritavirus sophrita	3060717	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	34	0.00000	25	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Natevirus nate	3060406	S	0	0.00000	13	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	11	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Wroclawvirus PA5oct	3060806	S	0	0.00000	52	0.00000	13	0.00000	15	0.00000	10	0.00000	25	0.00000	89	0.00001	21	0.00000	14	0.00000	0	0.00000	0	0.00000	59	0.00000	14	0.00000	85	0.00000	11	0.00000	28	0.00000	0	0.00000	13	0.00000	11	0.00000	0	0.00000
Justusliebigvirus alia	2956039	S	0	0.00000	35	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phapecoctavirus nepoznato	2956305	S	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Anthonyvirus anthony	2955363	S	0	0.00000	44	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brigitvirus brigit	2734096	S	0	0.00000	44	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Faunusvirus faunus	2733973	S	0	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Reyvirus aziz	2956365	S	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Asteriusvirus av121Q	2560436	S	0	0.00000	27	0.00000	0	0.00000	0	0.00000	21	0.00000	23	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Melvirus helgolandense	2845950	S	0	0.00000	19	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Erwinia phage vB_EamM_Phobos	1883377	S	0	0.00000	27	0.00000	23	0.00000	20	0.00000	34	0.00000	29	0.00000	33	0.00000	22	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000
Mementomorivirus mementomori	2734252	S	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Qingdaovirus J21	2734135	S	0	0.00000	26	0.00000	15	0.00000	10	0.00000	14	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000
Kafunavirus KF1	1982588	S	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Zewailvirus ZCEC13	3433610	S	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nimduovirus N1M2	3060418	S	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kojivirus golden	2560590	S	0	0.00000	17	0.00000	15	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ripduovirus RP12	2560700	S	0	0.00000	17	0.00000	13	0.00000	0	0.00000	0	0.00000	10	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Erwinia phage vB_EamM_Caitlin	1883379	S	0	0.00000	11	0.00000	22	0.00000	0	0.00000	0	0.00000	17	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	191	0.00001	0	0.00000	219	0.00001	0	0.00000	44	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000
Juiceboxvirus juicebox	2734241	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Abouovirus abouo	1984774	S	0	0.00000	146	0.00001	146	0.00001	96	0.00001	153	0.00001	112	0.00001	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saintgironsvirus LE1	2845501	S	0	0.00000	14	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gilgameshvirus gilgamesh	3429029	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000
Moturavirus motura	2843625	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000	16	0.00000	15	0.00000	13	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	40	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sixamavirus sixama	3060713	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Equid herpesvirus 6	173566	S	0	0.00000	12	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Iridovirus chilo1	3429985	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000	11	0.00000	11	0.00000	19	0.00000	11	0.00000	0	0.00000	0	0.00000	25	0.00000	75	0.00000	19	0.00000	77	0.00000	11	0.00000	66	0.00000	13	0.00000	12	0.00000	12	0.00000	12	0.00000
Lymphocystivirus micropogonias1	3430558	S	0	0.00000	15	0.00000	17	0.00000	0	0.00000	0	0.00000	19	0.00000	12	0.00000	12	0.00000	11	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	18	0.00000	0	0.00000	10	0.00000	0	0.00000	10	0.00000
Golden Marseillevirus	1720526	S	0	0.00000	14	0.00000	16	0.00000	0	0.00000	15	0.00000	11	0.00000	12	0.00000	11	0.00000	10	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tokyovirus A1	1826170	S	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	16	0.00000	10	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phaeocystis globosa virus	251749	S	0	0.00000	14	0.00000	23	0.00000	15	0.00000	15	0.00000	14	0.00000	25	0.00000	28	0.00000	13	0.00000	0	0.00000	20	0.00000	12	0.00000	43	0.00000	13	0.00000	27	0.00000	37	0.00000	0	0.00000	22	0.00000	0	0.00000	50	0.00000
Micromonas sp. RCC1109 virus MpV1	880161	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlorovirus conductrix	3427928	S	0	0.00000	11	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Raphidovirus japonicum	3432138	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000
Coccolithovirus huxleyi	3428026	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	14	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	23	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	13	0.00000
Parapoxvirus sealpox	3431392	S	0	0.00000	25	0.00000	0	0.00000	12	0.00000	16	0.00000	14	0.00000	0	0.00000	20	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oryzopoxvirus cotia	3431515	S	0	0.00000	17	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	18	0.00000	13	0.00000	0	0.00000	0	0.00000	10	0.00000	20	0.00000	12	0.00000	19	0.00000	0	0.00000	47	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000
BeAn 58058 virus	67082	S	0	0.00000	13	0.00000	12	0.00000	11	0.00000	10	0.00000	0	0.00000	11	0.00000	13	0.00000	14	0.00000	0	0.00000	11	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000	25	0.00000	0	0.00000	21	0.00000
Yatapoxvirus tanapox	3433538	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000
Vespertilionpoxvirus eptesipox	3433200	S	0	0.00000	12	0.00000	13	0.00000	12	0.00000	11	0.00000	10	0.00000	16	0.00000	14	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	24	0.00000	14	0.00000	11	0.00000	21	0.00000	16	0.00000
Betaentomopoxvirus mseparata	3427230	S	0	0.00000	32	0.00000	25	0.00000	11	0.00000	16	0.00000	12	0.00000	10	0.00000	22	0.00000	11	0.00000	0	0.00000	16	0.00000	21	0.00000	0	0.00000	31	0.00000	0	0.00000	23	0.00000	10	0.00000	22	0.00000	20	0.00000	0	0.00000
Asfivirus haemorrhagiae	3426474	S	0	0.00000	18	0.00000	19	0.00000	15	0.00000	10	0.00000	16	0.00000	41	0.00000	20	0.00000	0	0.00000	0	0.00000	38	0.00000	29	0.00000	0	0.00000	16	0.00000	0	0.00000	33	0.00000	11	0.00000	10	0.00000	33	0.00000	0	0.00000
Orthotospovirus chrysanthinecrocaulis	3052570	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Orthomarburgvirus marburgense	3052505	S	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rotavirus deltagastroenteritidis	3432196	S	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Shahe picorna-like virus 8	1923451	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spodoptera exigua multiple nucleopolyhedrovirus	10454	S	0	0.00000	13	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Alphabaculovirus chrychalcites	3047753	S	0	0.00000	16	0.00000	30	0.00000	18	0.00000	16	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alphabaculovirus alterchofumiferanae	3047749	S	0	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alphanudivirus tertidromelanogasteris	3051618	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bracoviriform indiense	116759	S	0	0.00000	15	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ichnoviriform sonorense	10484	S	0	0.00000	32	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pacmanvirus A23	1932881	S	0	0.00000	19	0.00000	11	0.00000	0	0.00000	0	0.00000	14	0.00000	45	0.00000	22	0.00000	12	0.00000	0	0.00000	13	0.00000	12	0.00000	0	0.00000	26	0.00000	0	0.00000	10	0.00000	11	0.00000	18	0.00000	0	0.00000	15	0.00000
Malagasyrosevirus malagasyrose	3430611	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Clostridioides sp. ES-S-0173-01	2770786	S	0	0.00000	0	0.00000	27	0.00000	21	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. FDAARGOS_235	1839798	S	0	0.00000	0	0.00000	143	0.00001	0	0.00000	0	0.00000	115	0.00001	222	0.00001	141	0.00001	0	0.00000	0	0.00000	123	0.00001	130	0.00000	0	0.00000	192	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. LJBS06	2809036	S	0	0.00000	0	0.00000	116	0.00001	0	0.00000	69	0.00001	0	0.00000	51	0.00000	0	0.00000	0	0.00000	0	0.00000	117	0.00001	73	0.00000	0	0.00000	61	0.00000	0	0.00000	81	0.00000	0	0.00000	94	0.00001	0	0.00000	0	0.00000
Bacillus sp. 41-22	2876713	S	0	0.00000	0	0.00000	104	0.00001	0	0.00000	81	0.00001	0	0.00000	72	0.00000	90	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	81	0.00001	0	0.00000	0	0.00000	126	0.00000	0	0.00000	0	0.00000	78	0.00001	0	0.00000
Bacillus sp. B25(2016b)	1868655	S	0	0.00000	0	0.00000	51	0.00000	0	0.00000	49	0.00000	0	0.00000	122	0.00001	37	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. FS02	2831519	S	0	0.00000	0	0.00000	116	0.00001	0	0.00000	0	0.00000	0	0.00000	61	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. FSL W7-1034	2954564	S	0	0.00000	0	0.00000	102	0.00001	0	0.00000	0	0.00000	143	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	96	0.00000	0	0.00000	158	0.00000	0	0.00000	145	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. FSL K6-0993	2921456	S	0	0.00000	0	0.00000	84	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	264	0.00001	0	0.00000	354	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. FSL P4-0322	2954583	S	0	0.00000	0	0.00000	96	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Psychrobacillus sp. PGGUH221	3020058	S	0	0.00000	0	0.00000	46	0.00000	21	0.00000	20	0.00000	0	0.00000	74	0.00000	173	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	48	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000
Paenibacillus sp. FSL H8-0175	2921379	S	0	0.00000	0	0.00000	255	0.00002	0	0.00000	0	0.00000	0	0.00000	218	0.00001	380	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	376	0.00001	0	0.00000	463	0.00003	0	0.00000	0	0.00000
Paenibacillus sp. FSL H7-0690	2921437	S	0	0.00000	0	0.00000	183	0.00002	0	0.00000	0	0.00000	0	0.00000	317	0.00002	323	0.00002	165	0.00001	0	0.00000	0	0.00000	2015	0.00008	0	0.00000	2799	0.00008	0	0.00000	793	0.00001	0	0.00000	0	0.00000	254	0.00002	0	0.00000
Paenibacillus sp. FSL H3-0329	2954734	S	0	0.00000	0	0.00000	1589	0.00014	2403	0.00027	2131	0.00020	0	0.00000	0	0.00000	3466	0.00023	1700	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geobacillus sp. FSL K6-0789	2954744	S	0	0.00000	0	0.00000	290	0.00002	0	0.00000	0	0.00000	0	0.00000	164	0.00001	228	0.00002	0	0.00000	0	0.00000	0	0.00000	406	0.00002	0	0.00000	375	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geobacillus sp. GHH01	1233873	S	0	0.00000	0	0.00000	136	0.00001	0	0.00000	0	0.00000	124	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	115	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	168	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gemella sp. ND 6198	2040624	S	0	0.00000	0	0.00000	495	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	305	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	507	0.00003	583	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1090	0.00009	598	0.00005
Pediococcus sp. AC40	2962679	S	0	0.00000	0	0.00000	129	0.00001	0	0.00000	0	0.00000	0	0.00000	159	0.00001	0	0.00000	0	0.00000	0	0.00000	164	0.00001	155	0.00001	0	0.00000	375	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bombilactobacillus mellifer	1218492	S	0	0.00000	0	0.00000	21	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus sp. KS 6	2598457	S	0	0.00000	0	0.00000	308	0.00003	0	0.00000	0	0.00000	295	0.00003	0	0.00000	0	0.00000	148	0.00001	0	0.00000	420	0.00002	0	0.00000	577	0.00004	258	0.00001	209	0.00002	449	0.00001	0	0.00000	190	0.00001	184	0.00001	389	0.00003
Enterococcus sp. MSG3310	2774835	S	0	0.00000	0	0.00000	114	0.00001	0	0.00000	0	0.00000	0	0.00000	72	0.00000	0	0.00000	52	0.00000	0	0.00000	110	0.00001	62	0.00000	0	0.00000	72	0.00000	0	0.00000	105	0.00000	92	0.00001	82	0.00001	0	0.00000	0	0.00000
