name	taxonomy_id	taxonomy_lvl	C10_S21_O._num	C10_S21_O._frac	C1_S12_O._num	C1_S12_O._frac	C2_S13_O._num	C2_S13_O._frac	C3_S14_O._num	C3_S14_O._frac	C4_S15_O._num	C4_S15_O._frac	C5_S16_O._num	C5_S16_O._frac	C6_S17_O._num	C6_S17_O._frac	C7_S18_O._num	C7_S18_O._frac	C9_S20_O._num	C9_S20_O._frac	Post_Cntl_O._num	Post_Cntl_O._frac	S10_S11_O._num	S10_S11_O._frac	S1_S2_O._num	S1_S2_O._frac	S2_S3_O._num	S2_S3_O._frac	S3_S4_O._num	S3_S4_O._frac	S4_S5_O._num	S4_S5_O._frac	S5_S6_O._num	S5_S6_O._frac	S6_S7_O._num	S6_S7_O._frac	S7_S8_O._num	S7_S8_O._frac	S8_S9_O._num	S8_S9_O._frac	S9_S10_O._num	S9_S10_O._frac
Thermotogales	2419	O	3256	0.00019	5393	0.00026	5638	0.00049	3549	0.00039	4272	0.00041	4508	0.00047	5796	0.00034	5685	0.00038	4292	0.00017	0	0.00000	7288	0.00038	6042	0.00023	5390	0.00037	7627	0.00022	3465	0.00031	6595	0.00012	2940	0.00040	5579	0.00041	3925	0.00032	4209	0.00037
Petrotogales	1643947	O	2547	0.00015	3443	0.00017	3799	0.00033	2308	0.00026	2852	0.00027	3063	0.00032	4424	0.00026	4021	0.00027	3499	0.00014	0	0.00000	6180	0.00032	4730	0.00018	4099	0.00028	6159	0.00018	2465	0.00022	3973	0.00007	2436	0.00033	4275	0.00031	2925	0.00024	3526	0.00031
Kosmotogales	1643946	O	500	0.00003	1000	0.00005	1049	0.00009	679	0.00008	757	0.00007	871	0.00009	1153	0.00007	1098	0.00007	658	0.00003	0	0.00000	1763	0.00009	2435	0.00009	1100	0.00007	2749	0.00008	742	0.00007	1340	0.00002	646	0.00009	1154	0.00008	896	0.00007	838	0.00007
Mesoaciditogales	1769716	O	119	0.00001	190	0.00001	259	0.00002	131	0.00001	174	0.00002	185	0.00002	214	0.00001	291	0.00002	142	0.00001	0	0.00000	206	0.00001	223	0.00001	175	0.00001	284	0.00001	110	0.00001	323	0.00001	88	0.00001	176	0.00001	183	0.00001	116	0.00001
Synergistales	649776	O	5002	0.00029	15245	0.00073	14480	0.00125	10185	0.00113	12742	0.00122	12899	0.00134	10596	0.00063	14419	0.00097	5874	0.00024	12	0.00000	18304	0.00096	22818	0.00088	14994	0.00102	31282	0.00090	10848	0.00096	34842	0.00062	7248	0.00098	18906	0.00137	13019	0.00106	11041	0.00098
Candidatus Nanosynbacterales	2093819	O	2514	0.00015	1278	0.00006	1767	0.00015	931	0.00010	919	0.00009	1450	0.00015	973	0.00006	1280	0.00009	3494	0.00014	0	0.00000	1185	0.00006	5647	0.00022	890	0.00006	7137	0.00021	553	0.00005	9064	0.00016	491	0.00007	817	0.00006	522	0.00004	627	0.00006
Candidatus Saccharimonadales	2093825	O	3285	0.00019	1546	0.00007	2201	0.00019	936	0.00010	798	0.00008	1895	0.00020	1113	0.00007	1415	0.00010	4298	0.00017	0	0.00000	1612	0.00008	6547	0.00025	655	0.00004	8400	0.00024	413	0.00004	3857	0.00007	617	0.00008	535	0.00004	284	0.00002	481	0.00004
Candidatus Babeliales	2497644	O	318	0.00002	518	0.00002	528	0.00005	381	0.00004	419	0.00004	467	0.00005	597	0.00004	587	0.00004	441	0.00002	0	0.00000	563	0.00003	359	0.00001	386	0.00003	467	0.00001	242	0.00002	274	0.00000	250	0.00003	573	0.00004	470	0.00004	355	0.00003
Minisyncoccales	3120114	O	123	0.00001	135	0.00001	156	0.00001	131	0.00001	134	0.00001	182	0.00002	172	0.00001	211	0.00001	125	0.00001	0	0.00000	494	0.00003	558	0.00002	386	0.00003	742	0.00002	210	0.00002	308	0.00001	118	0.00002	171	0.00001	119	0.00001	339	0.00003
Candidatus Absconditabacterales	2900568	O	214	0.00001	171	0.00001	153	0.00001	108	0.00001	147	0.00001	107	0.00001	106	0.00001	151	0.00001	318	0.00001	0	0.00000	305	0.00002	125	0.00000	452	0.00003	186	0.00001	248	0.00002	246	0.00000	210	0.00003	166	0.00001	94	0.00001	360	0.00003
Candidatus Bipolaricaulales	3121608	O	57	0.00000	163	0.00001	150	0.00001	78	0.00001	111	0.00001	113	0.00001	148	0.00001	184	0.00001	63	0.00000	0	0.00000	161	0.00001	416	0.00002	134	0.00001	596	0.00002	119	0.00001	764	0.00001	67	0.00001	257	0.00002	94	0.00001	102	0.00001
Bradymonadales	1779134	O	3321	0.00019	1706	0.00008	1734	0.00015	1280	0.00014	1178	0.00011	1502	0.00016	1518	0.00009	1876	0.00013	3612	0.00015	0	0.00000	1827	0.00010	2009	0.00008	2116	0.00014	2879	0.00008	1422	0.00013	5122	0.00009	726	0.00010	2316	0.00017	1298	0.00011	1512	0.00013
Methanobacteriales	2158	O	151036	0.00887	276069	0.01330	340016	0.02925	171748	0.01911	154157	0.01473	378517	0.03940	434882	0.02566	646495	0.04366	225106	0.00905	140	0.00000	1221529	0.06414	667835	0.02566	2111745	0.14361	935506	0.02701	1300606	0.11528	1611144	0.02879	493221	0.06640	570045	0.04139	250579	0.02039	1805387	0.16038
Methanococcales	2182	O	2225	0.00013	3197	0.00015	3649	0.00031	2019	0.00022	2459	0.00023	3050	0.00032	5080	0.00030	4597	0.00031	2800	0.00011	0	0.00000	9157	0.00048	3383	0.00013	3441	0.00023	4560	0.00013	2245	0.00020	8905	0.00016	3803	0.00051	4221	0.00031	2597	0.00021	3115	0.00028
Methanopyrales	68985	O	32	0.00000	76	0.00000	74	0.00001	45	0.00001	66	0.00001	88	0.00001	51	0.00000	72	0.00000	47	0.00000	0	0.00000	154	0.00001	139	0.00001	78	0.00001	195	0.00001	66	0.00001	251	0.00000	60	0.00001	89	0.00001	72	0.00001	89	0.00001
Halobacteriales	2235	O	13282	0.00078	22159	0.00107	20023	0.00172	14724	0.00164	15532	0.00148	17855	0.00186	14251	0.00084	21298	0.00144	16745	0.00067	11	0.00000	22502	0.00118	25603	0.00098	20085	0.00137	35904	0.00104	14611	0.00130	115375	0.00206	8715	0.00117	23518	0.00171	15875	0.00129	14652	0.00130
Methanosarcinales	94695	O	6777	0.00040	7716	0.00037	7351	0.00063	4798	0.00053	6287	0.00060	6359	0.00066	8204	0.00048	8162	0.00055	7115	0.00029	0	0.00000	10597	0.00056	8966	0.00034	7722	0.00053	11766	0.00034	5151	0.00046	12982	0.00023	4159	0.00056	9500	0.00069	5030	0.00041	5993	0.00053
Methanomicrobiales	2191	O	2508	0.00015	4817	0.00023	3701	0.00032	3102	0.00035	9590	0.00092	3674	0.00038	7219	0.00043	5153	0.00035	2998	0.00012	0	0.00000	4573	0.00024	4899	0.00019	3530	0.00024	6130	0.00018	2479	0.00022	7300	0.00013	1787	0.00024	17043	0.00124	2775	0.00023	2571	0.00023
Methanocellales	570264	O	332	0.00002	822	0.00004	709	0.00006	521	0.00006	691	0.00007	705	0.00007	804	0.00005	716	0.00005	380	0.00002	0	0.00000	1082	0.00006	716	0.00003	804	0.00005	965	0.00003	611	0.00005	1665	0.00003	435	0.00006	951	0.00007	554	0.00005	580	0.00005
Methanotrichales	2905377	O	227	0.00001	553	0.00003	534	0.00005	412	0.00005	491	0.00005	454	0.00005	477	0.00003	633	0.00004	305	0.00001	0	0.00000	829	0.00004	555	0.00002	637	0.00004	738	0.00002	436	0.00004	1183	0.00002	300	0.00004	772	0.00006	389	0.00003	408	0.00004
Thermococcales	2258	O	1515	0.00009	2853	0.00014	2816	0.00024	1868	0.00021	2220	0.00021	2476	0.00026	2792	0.00016	3175	0.00021	1992	0.00008	0	0.00000	3750	0.00020	4007	0.00015	3092	0.00021	5214	0.00015	2166	0.00019	5398	0.00010	1486	0.00020	3226	0.00023	2094	0.00017	2246	0.00020
Archaeoglobales	2231	O	283	0.00002	511	0.00002	514	0.00004	339	0.00004	377	0.00004	512	0.00005	531	0.00003	611	0.00004	377	0.00002	0	0.00000	521	0.00003	780	0.00003	478	0.00003	1085	0.00003	326	0.00003	1137	0.00002	215	0.00003	754	0.00005	319	0.00003	397	0.00004
Methanonatronarchaeales	2202723	O	116	0.00001	157	0.00001	132	0.00001	73	0.00001	123	0.00001	117	0.00001	264	0.00002	173	0.00001	181	0.00001	0	0.00000	252	0.00001	77	0.00000	83	0.00001	112	0.00000	63	0.00001	300	0.00001	103	0.00001	101	0.00001	107	0.00001	82	0.00001
Candidatus Methanoliparales	2545689	O	87	0.00001	76	0.00000	96	0.00001	50	0.00001	54	0.00001	86	0.00001	78	0.00000	111	0.00001	82	0.00000	0	0.00000	89	0.00000	60	0.00000	64	0.00000	65	0.00000	43	0.00000	94	0.00000	30	0.00000	50	0.00000	115	0.00001	65	0.00001
Thermoplasmatales	2301	O	439	0.00003	755	0.00004	683	0.00006	443	0.00005	515	0.00005	586	0.00006	823	0.00005	808	0.00005	616	0.00002	0	0.00000	948	0.00005	809	0.00003	891	0.00006	1081	0.00003	526	0.00005	1014	0.00002	416	0.00006	678	0.00005	672	0.00005	710	0.00006
Methanomassiliicoccales	1235850	O	458	0.00003	1326	0.00006	1067	0.00009	989	0.00011	1426	0.00014	699	0.00007	2430	0.00014	1710	0.00012	560	0.00002	0	0.00000	970	0.00005	7689	0.00030	1604	0.00011	9820	0.00028	1316	0.00012	1351	0.00002	407	0.00005	1685	0.00012	754	0.00006	1212	0.00011
Sulfolobales	2281	O	1966	0.00012	2887	0.00014	2712	0.00023	1786	0.00020	2081	0.00020	2254	0.00023	3533	0.00021	3074	0.00021	2650	0.00011	699	0.00001	4163	0.00022	3511	0.00013	2767	0.00019	4639	0.00013	1647	0.00015	3853	0.00007	1593	0.00021	2595	0.00019	2218	0.00018	2306	0.00020
Desulfurococcales	114380	O	285	0.00002	531	0.00003	518	0.00004	342	0.00004	422	0.00004	412	0.00004	528	0.00003	557	0.00004	356	0.00001	0	0.00000	739	0.00004	536	0.00002	630	0.00004	686	0.00002	419	0.00004	972	0.00002	275	0.00004	578	0.00004	493	0.00004	453	0.00004
Thermoproteales	2266	O	272	0.00002	381	0.00002	315	0.00003	216	0.00002	293	0.00003	296	0.00003	309	0.00002	390	0.00003	337	0.00001	0	0.00000	477	0.00003	490	0.00002	496	0.00003	652	0.00002	318	0.00003	870	0.00002	194	0.00003	445	0.00003	340	0.00003	346	0.00003
Thermofilales	2856582	O	138	0.00001	178	0.00001	143	0.00001	97	0.00001	98	0.00001	114	0.00001	120	0.00001	162	0.00001	121	0.00000	0	0.00000	170	0.00001	171	0.00001	196	0.00001	229	0.00001	119	0.00001	309	0.00001	79	0.00001	97	0.00001	72	0.00001	126	0.00001
Acidilobales	871006	O	95	0.00001	186	0.00001	151	0.00001	129	0.00001	146	0.00001	159	0.00002	197	0.00001	276	0.00002	126	0.00001	0	0.00000	296	0.00002	261	0.00001	178	0.00001	394	0.00001	155	0.00001	317	0.00001	109	0.00001	167	0.00001	129	0.00001	244	0.00002
Fervidicoccales	685948	O	25	0.00000	41	0.00000	48	0.00000	36	0.00000	62	0.00001	45	0.00000	55	0.00000	61	0.00000	44	0.00000	0	0.00000	95	0.00000	30	0.00000	50	0.00000	49	0.00000	43	0.00000	59	0.00000	33	0.00000	243	0.00002	157	0.00001	49	0.00000
Candidatus Korarchaeales	3342181	O	13	0.00000	23	0.00000	26	0.00000	17	0.00000	12	0.00000	14	0.00000	15	0.00000	15	0.00000	26	0.00000	0	0.00000	0	0.00000	15	0.00000	24	0.00000	19	0.00000	0	0.00000	28	0.00000	0	0.00000	18	0.00000	0	0.00000	10	0.00000
Nitrosopumilales	31932	O	997	0.00006	1395	0.00007	1401	0.00012	780	0.00009	998	0.00010	1085	0.00011	1629	0.00010	1482	0.00010	1519	0.00006	0	0.00000	2587	0.00014	1607	0.00006	1456	0.00010	2224	0.00006	801	0.00007	2377	0.00004	1011	0.00014	1419	0.00010	1249	0.00010	1109	0.00010
Nitrososphaerales	1033996	O	337	0.00002	521	0.00003	546	0.00005	349	0.00004	380	0.00004	442	0.00005	624	0.00004	658	0.00004	474	0.00002	0	0.00000	624	0.00003	910	0.00003	613	0.00004	1334	0.00004	418	0.00004	3107	0.00006	255	0.00003	485	0.00004	531	0.00004	483	0.00004
Candidatus Nitrosocaldales	1968909	O	37	0.00000	38	0.00000	279	0.00002	24	0.00000	206	0.00002	200	0.00002	361	0.00002	334	0.00002	32	0.00000	0	0.00000	131	0.00001	410	0.00002	233	0.00002	501	0.00001	176	0.00002	488	0.00001	54	0.00001	403	0.00003	279	0.00002	248	0.00002
Nitrosotaleales	3373481	O	205	0.00001	243	0.00001	57	0.00000	188	0.00002	39	0.00000	48	0.00000	88	0.00001	70	0.00000	244	0.00001	0	0.00000	471	0.00002	59	0.00000	58	0.00000	70	0.00000	35	0.00000	71	0.00000	195	0.00003	132	0.00001	72	0.00001	41	0.00000
Conexivisphaerales	2798275	O	19	0.00000	102	0.00000	48	0.00000	24	0.00000	89	0.00001	36	0.00000	37	0.00000	35	0.00000	29	0.00000	0	0.00000	40	0.00000	19	0.00000	34	0.00000	24	0.00000	26	0.00000	215	0.00000	14	0.00000	28	0.00000	11	0.00000	27	0.00000
Candidatus Micrarchaeales	2885734	O	112	0.00001	75	0.00000	30	0.00000	13	0.00000	54	0.00001	18	0.00000	45	0.00000	37	0.00000	105	0.00000	0	0.00000	17	0.00000	12	0.00000	15	0.00000	18	0.00000	0	0.00000	99	0.00000	0	0.00000	36	0.00000	34	0.00000	10	0.00000
Candidatus Nanohalobiales	2856053	O	51	0.00000	44	0.00000	27	0.00000	67	0.00001	43	0.00000	32	0.00000	79	0.00000	77	0.00001	31	0.00000	0	0.00000	79	0.00000	50	0.00000	58	0.00000	62	0.00000	20	0.00000	35	0.00000	26	0.00000	83	0.00001	231	0.00002	29	0.00000
Nanobdellales	2974822	O	50	0.00000	77	0.00000	126	0.00001	66	0.00001	72	0.00001	89	0.00001	109	0.00001	196	0.00001	121	0.00000	0	0.00000	205	0.00001	121	0.00000	127	0.00001	175	0.00001	62	0.00001	255	0.00000	88	0.00001	55	0.00000	39	0.00000	80	0.00001
Promethearchaeales	3366643	O	198	0.00001	259	0.00001	373	0.00003	149	0.00002	202	0.00002	250	0.00003	316	0.00002	289	0.00002	241	0.00001	0	0.00000	428	0.00002	1025	0.00004	247	0.00002	994	0.00003	179	0.00002	427	0.00001	149	0.00002	388	0.00003	296	0.00002	213	0.00002
Primates	9443	O	111981	0.00657	194147	0.00935	220659	0.01898	125908	0.01401	153875	0.01470	179978	0.01873	213530	0.01260	264503	0.01786	148126	0.00595	3335	0.00006	348192	0.01828	237632	0.00913	210398	0.01431	327798	0.00946	129798	0.01151	359756	0.00643	139723	0.01881	159168	0.01156	159572	0.01298	189720	0.01685
Hypocreales	5125	O	5318	0.00031	8394	0.00040	8045	0.00069	5445	0.00061	6654	0.00064	6887	0.00072	7838	0.00046	8631	0.00058	6917	0.00028	0	0.00000	10001	0.00053	8985	0.00035	7535	0.00051	12970	0.00037	4924	0.00044	23057	0.00041	3934	0.00053	9113	0.00066	6798	0.00055	5650	0.00050
Glomerellales	1028384	O	1323	0.00008	1990	0.00010	1879	0.00016	1361	0.00015	1617	0.00015	1742	0.00018	1854	0.00011	2144	0.00014	1485	0.00006	0	0.00000	2670	0.00014	2019	0.00008	2332	0.00016	2758	0.00008	1637	0.00015	6132	0.00011	954	0.00013	2399	0.00017	1479	0.00012	1932	0.00017
Sordariales	5139	O	2415	0.00014	3933	0.00019	3729	0.00032	2594	0.00029	2960	0.00028	3181	0.00033	3821	0.00023	4058	0.00027	2998	0.00012	0	0.00000	4092	0.00021	4220	0.00016	3947	0.00027	5761	0.00017	2604	0.00023	13051	0.00023	1632	0.00022	4416	0.00032	3320	0.00027	2920	0.00026
Magnaporthales	639021	O	911	0.00005	1388	0.00007	1404	0.00012	960	0.00011	1097	0.00010	1237	0.00013	1319	0.00008	1526	0.00010	1248	0.00005	0	0.00000	1885	0.00010	1218	0.00005	1519	0.00010	1664	0.00005	1012	0.00009	3593	0.00006	785	0.00011	1451	0.00011	991	0.00008	1117	0.00010
Helotiales	5178	O	606	0.00004	1075	0.00005	1088	0.00009	699	0.00008	801	0.00008	974	0.00010	965	0.00006	1198	0.00008	721	0.00003	0	0.00000	2314	0.00012	921	0.00004	938	0.00006	1299	0.00004	708	0.00006	3223	0.00006	927	0.00012	864	0.00006	819	0.00007	975	0.00009
Eurotiales	5042	O	3885	0.00023	5168	0.00025	5582	0.00048	3118	0.00035	3605	0.00034	6114	0.00064	4944	0.00029	8244	0.00056	4998	0.00020	0	0.00000	7454	0.00039	5417	0.00021	4889	0.00033	7836	0.00023	3278	0.00029	10765	0.00019	2974	0.00040	4728	0.00034	4357	0.00035	3926	0.00035
Onygenales	33183	O	226	0.00001	656	0.00003	460	0.00004	249	0.00003	356	0.00003	396	0.00004	437	0.00003	635	0.00004	351	0.00001	0	0.00000	543	0.00003	459	0.00002	417	0.00003	673	0.00002	270	0.00002	1425	0.00003	247	0.00003	765	0.00006	602	0.00005	273	0.00002
Pleosporales	92860	O	856	0.00005	1278	0.00006	1257	0.00011	846	0.00009	1098	0.00010	1151	0.00012	1253	0.00007	1408	0.00010	1063	0.00004	0	0.00000	1532	0.00008	1490	0.00006	1223	0.00008	1840	0.00005	837	0.00007	6337	0.00011	619	0.00008	1452	0.00011	1321	0.00011	879	0.00008
Mycosphaerellales	2726947	O	691	0.00004	1450	0.00007	1141	0.00010	799	0.00009	956	0.00009	1021	0.00011	1143	0.00007	1301	0.00009	932	0.00004	0	0.00000	1434	0.00008	1612	0.00006	1042	0.00007	2312	0.00007	696	0.00006	4062	0.00007	569	0.00008	1390	0.00010	847	0.00007	811	0.00007
Saccharomycetales	4892	O	5777	0.00034	9394	0.00045	10305	0.00089	6514	0.00072	7313	0.00070	8711	0.00091	10287	0.00061	11315	0.00076	7710	0.00031	25	0.00000	18088	0.00095	12739	0.00049	9907	0.00067	16473	0.00048	6764	0.00060	19059	0.00034	7659	0.00103	8947	0.00065	13068	0.00106	8392	0.00075
Saccharomycodales	3243779	O	458	0.00003	742	0.00004	722	0.00006	449	0.00005	577	0.00006	603	0.00006	743	0.00004	805	0.00005	616	0.00002	0	0.00000	1458	0.00008	1001	0.00004	835	0.00006	1324	0.00004	494	0.00004	1337	0.00002	629	0.00008	628	0.00005	567	0.00005	742	0.00007
Serinales	2916678	O	2777	0.00016	4072	0.00020	4192	0.00036	3046	0.00034	4134	0.00039	3662	0.00038	4829	0.00028	4820	0.00033	3933	0.00016	360	0.00001	6065	0.00032	4191	0.00016	3897	0.00027	5679	0.00016	2718	0.00024	6648	0.00012	2439	0.00033	3552	0.00026	3523	0.00029	3333	0.00030
Pichiales	3243775	O	735	0.00004	1222	0.00006	1121	0.00010	784	0.00009	952	0.00009	980	0.00010	1347	0.00008	1542	0.00010	938	0.00004	0	0.00000	1796	0.00009	1108	0.00004	978	0.00007	1492	0.00004	648	0.00006	1862	0.00003	704	0.00009	1227	0.00009	705	0.00006	770	0.00007
Dipodascales	3243772	O	387	0.00002	658	0.00003	743	0.00006	476	0.00005	624	0.00006	562	0.00006	731	0.00004	695	0.00005	499	0.00002	0	0.00000	852	0.00004	717	0.00003	694	0.00005	1027	0.00003	495	0.00004	1176	0.00002	381	0.00005	841	0.00006	538	0.00004	517	0.00005
Schizosaccharomycetales	34346	O	378	0.00002	620	0.00003	609	0.00005	385	0.00004	503	0.00005	492	0.00005	775	0.00005	705	0.00005	511	0.00002	0	0.00000	776	0.00004	652	0.00003	637	0.00004	810	0.00002	365	0.00003	966	0.00002	286	0.00004	463	0.00003	452	0.00004	486	0.00004
Tremellales	5234	O	3112	0.00018	4835	0.00023	4737	0.00041	3047	0.00034	3615	0.00035	4071	0.00042	5376	0.00032	5783	0.00039	4153	0.00017	30	0.00000	6459	0.00034	6287	0.00024	4527	0.00031	8018	0.00023	2803	0.00025	8861	0.00016	2480	0.00033	4609	0.00033	4083	0.00033	3440	0.00031
Trichosporonales	1851469	O	745	0.00004	1049	0.00005	1029	0.00009	715	0.00008	858	0.00008	1024	0.00011	757	0.00004	1134	0.00008	895	0.00004	0	0.00000	1122	0.00006	1073	0.00004	1188	0.00008	1424	0.00004	862	0.00008	4614	0.00008	447	0.00006	1105	0.00008	734	0.00006	912	0.00008
Agaricales	5338	O	499	0.00003	779	0.00004	755	0.00006	448	0.00005	616	0.00006	642	0.00007	760	0.00004	759	0.00005	641	0.00003	0	0.00000	773	0.00004	1493	0.00006	604	0.00004	2053	0.00006	408	0.00004	1674	0.00003	339	0.00005	996	0.00007	556	0.00005	464	0.00004
Cantharellales	36064	O	217	0.00001	332	0.00002	302	0.00003	183	0.00002	233	0.00002	263	0.00003	324	0.00002	256	0.00002	293	0.00001	0	0.00000	285	0.00001	228	0.00001	207	0.00001	356	0.00001	139	0.00001	597	0.00001	115	0.00002	244	0.00002	177	0.00001	160	0.00001
Pucciniales	5258	O	1245	0.00007	1583	0.00008	1535	0.00013	988	0.00011	1168	0.00011	1230	0.00013	1809	0.00011	1669	0.00011	1549	0.00006	0	0.00000	2482	0.00013	2888	0.00011	1409	0.00010	3699	0.00011	982	0.00009	2794	0.00005	1005	0.00014	1590	0.00012	1207	0.00010	1289	0.00011
Ustilaginales	5267	O	483	0.00003	807	0.00004	831	0.00007	500	0.00006	639	0.00006	692	0.00007	769	0.00005	837	0.00006	579	0.00002	0	0.00000	1455	0.00008	1334	0.00005	636	0.00004	1995	0.00006	408	0.00004	1858	0.00003	604	0.00008	815	0.00006	703	0.00006	463	0.00004
Malasseziales	162474	O	323	0.00002	611	0.00003	576	0.00005	394	0.00004	434	0.00004	497	0.00005	423	0.00002	553	0.00004	398	0.00002	0	0.00000	539	0.00003	532	0.00002	568	0.00004	723	0.00002	384	0.00003	1605	0.00003	232	0.00003	489	0.00004	285	0.00002	417	0.00004
Glomerales	36750	O	4622	0.00027	6457	0.00031	7010	0.00060	4294	0.00048	5357	0.00051	5525	0.00058	8250	0.00049	8555	0.00058	6128	0.00025	47	0.00000	11426	0.00060	8713	0.00033	8195	0.00056	12404	0.00036	4786	0.00042	10303	0.00018	4613	0.00062	6752	0.00049	6339	0.00052	6889	0.00061
Haemosporida	5819	O	7849	0.00046	12618	0.00061	12985	0.00112	8305	0.00092	10033	0.00096	11033	0.00115	14464	0.00085	16148	0.00109	10193	0.00041	173	0.00000	24442	0.00128	18590	0.00071	14871	0.00101	25103	0.00072	8980	0.00080	18760	0.00034	9874	0.00133	12450	0.00090	12169	0.00099	13158	0.00117
Piroplasmida	5863	O	1137	0.00007	1643	0.00008	1525	0.00013	1042	0.00012	1351	0.00013	1432	0.00015	1823	0.00011	2029	0.00014	1395	0.00006	12	0.00000	3123	0.00016	2212	0.00009	1412	0.00010	3146	0.00009	892	0.00008	2441	0.00004	1271	0.00017	1431	0.00010	1159	0.00009	1211	0.00011
Eucoccidiorida	75739	O	1113	0.00007	2042	0.00010	1880	0.00016	1254	0.00014	1529	0.00015	1676	0.00017	2096	0.00012	2113	0.00014	1480	0.00006	0	0.00000	2882	0.00015	2559	0.00010	1981	0.00013	3842	0.00011	1175	0.00010	4609	0.00008	1142	0.00015	1936	0.00014	1544	0.00013	1500	0.00013
Peniculida	33825	O	25	0.00000	56	0.00000	57	0.00000	24	0.00000	38	0.00000	32	0.00000	67	0.00000	51	0.00000	24	0.00000	0	0.00000	57	0.00000	52	0.00000	52	0.00000	70	0.00000	39	0.00000	61	0.00000	19	0.00000	57	0.00000	38	0.00000	45	0.00000
Peronosporales	4776	O	453	0.00003	692	0.00003	604	0.00005	439	0.00005	534	0.00005	550	0.00006	794	0.00005	730	0.00005	702	0.00003	0	0.00000	1013	0.00005	1208	0.00005	724	0.00005	1545	0.00004	575	0.00005	1267	0.00002	409	0.00006	675	0.00005	566	0.00005	702	0.00006
Thalassiosirales	33847	O	252	0.00001	377	0.00002	321	0.00003	203	0.00002	249	0.00002	273	0.00003	308	0.00002	369	0.00002	317	0.00001	0	0.00000	429	0.00002	452	0.00002	308	0.00002	643	0.00002	199	0.00002	626	0.00001	193	0.00003	384	0.00003	295	0.00002	260	0.00002
Naviculales	38748	O	195	0.00001	300	0.00001	276	0.00002	176	0.00002	254	0.00002	239	0.00002	314	0.00002	337	0.00002	256	0.00001	0	0.00000	518	0.00003	530	0.00002	248	0.00002	687	0.00002	179	0.00002	502	0.00001	205	0.00003	305	0.00002	266	0.00002	248	0.00002
Trichomonadida	37104	O	2176	0.00013	3791	0.00018	9269	0.00080	2293	0.00026	11767	0.00112	3270	0.00034	4863	0.00029	4056	0.00027	2854	0.00011	46	0.00000	5589	0.00029	4074	0.00016	3432	0.00023	5167	0.00015	2155	0.00019	4054	0.00007	2321	0.00031	3330	0.00024	2657	0.00022	2973	0.00026
Diplomonadida	5738	O	1011	0.00006	766	0.00004	856	0.00007	482	0.00005	618	0.00006	636	0.00007	1137	0.00007	826	0.00006	1150	0.00005	13	0.00000	1660	0.00009	942	0.00004	854	0.00006	1462	0.00004	629	0.00006	1212	0.00002	726	0.00010	694	0.00005	731	0.00006	892	0.00008
Trypanosomatida	2704949	O	1844	0.00011	2849	0.00014	2800	0.00024	1850	0.00021	2314	0.00022	2432	0.00025	2385	0.00014	2930	0.00020	2630	0.00011	0	0.00000	3521	0.00018	4030	0.00015	2750	0.00019	5610	0.00016	1871	0.00017	8369	0.00015	1456	0.00020	3366	0.00024	2442	0.00020	2084	0.00019
Dictyosteliales	2058949	O	1238	0.00007	1574	0.00008	1717	0.00015	960	0.00011	1241	0.00012	1399	0.00015	1873	0.00011	2082	0.00014	1593	0.00006	450	0.00001	2903	0.00015	1631	0.00006	1816	0.00012	2282	0.00007	1068	0.00009	2590	0.00005	1214	0.00016	1661	0.00012	1567	0.00013	1560	0.00014
Cryptomonadales	589350	O	49	0.00000	102	0.00000	98	0.00001	47	0.00001	93	0.00001	75	0.00001	120	0.00001	109	0.00001	50	0.00000	0	0.00000	297	0.00002	127	0.00000	55	0.00000	170	0.00000	120	0.00001	136	0.00000	123	0.00002	67	0.00000	113	0.00001	135	0.00001
Pyrenomonadales	589342	O	34	0.00000	142	0.00001	143	0.00001	71	0.00001	107	0.00001	92	0.00001	201	0.00001	144	0.00001	71	0.00000	0	0.00000	224	0.00001	83	0.00000	98	0.00001	123	0.00000	154	0.00001	168	0.00000	106	0.00001	73	0.00001	83	0.00001	210	0.00002
Crassvirales	1978007	O	12465	0.00073	10265	0.00049	7533	0.00065	6120	0.00068	8268	0.00079	8809	0.00092	6288	0.00037	8445	0.00057	15747	0.00063	0	0.00000	7415	0.00039	65620	0.00252	8590	0.00058	93814	0.00271	4720	0.00042	12379	0.00022	2594	0.00035	5618	0.00041	8527	0.00069	5631	0.00050
Thumleimavirales	2942680	O	929	0.00005	0	0.00000	390	0.00003	529	0.00006	0	0.00000	645	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	329	0.00001	758	0.00005	161	0.00000	540	0.00005	3335	0.00006	0	0.00000	1267	0.00009	0	0.00000	0	0.00000
Herpesvirales	548681	O	177	0.00001	211	0.00001	214	0.00002	157	0.00002	166	0.00002	162	0.00002	237	0.00001	239	0.00002	209	0.00001	0	0.00000	279	0.00001	929	0.00004	226	0.00002	822	0.00002	128	0.00001	768	0.00001	114	0.00002	239	0.00002	122	0.00001	155	0.00001
Imitervirales	2732554	O	2907	0.00017	1496	0.00007	1679	0.00014	1026	0.00011	1590	0.00015	1366	0.00014	1891	0.00011	2001	0.00014	3035	0.00012	13	0.00000	2530	0.00013	2064	0.00008	1788	0.00012	2700	0.00008	1146	0.00010	2311	0.00004	1002	0.00013	1463	0.00011	1105	0.00009	1493	0.00013
