name	taxonomy_id	taxonomy_lvl	C10_S21_G._num	C10_S21_G._frac	C1_S12_G._num	C1_S12_G._frac	C2_S13_G._num	C2_S13_G._frac	C3_S14_G._num	C3_S14_G._frac	C4_S15_G._num	C4_S15_G._frac	C5_S16_G._num	C5_S16_G._frac	C6_S17_G._num	C6_S17_G._frac	C7_S18_G._num	C7_S18_G._frac	C9_S20_G._num	C9_S20_G._frac	Post_Cntl_G._num	Post_Cntl_G._frac	S10_S11_G._num	S10_S11_G._frac	S1_S2_G._num	S1_S2_G._frac	S2_S3_G._num	S2_S3_G._frac	S3_S4_G._num	S3_S4_G._frac	S4_S5_G._num	S4_S5_G._frac	S5_S6_G._num	S5_S6_G._frac	S6_S7_G._num	S6_S7_G._frac	S7_S8_G._num	S7_S8_G._frac	S8_S9_G._num	S8_S9_G._frac	S9_S10_G._num	S9_S10_G._frac
Alphaentomopoxvirus	62098	G	15	0.00000	33	0.00000	13	0.00000	18	0.00000	40	0.00000	14	0.00000	68	0.00000	36	0.00000	20	0.00000	0	0.00000	36	0.00000	48	0.00000	20	0.00000	48	0.00000	0	0.00000	16	0.00000	28	0.00000	15	0.00000	36	0.00000	18	0.00000
Mastadenovirus	10509	G	16	0.00000	27	0.00000	34	0.00000	10	0.00000	18	0.00000	15	0.00000	22	0.00000	34	0.00000	20	0.00000	0	0.00000	44	0.00000	11	0.00000	62	0.00000	21	0.00000	29	0.00000	52	0.00000	17	0.00000	867	0.00006	19	0.00000	54	0.00000
Alphatectivirus	2169669	G	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alphabaculovirus	558016	G	113	0.00001	208	0.00001	198	0.00002	144	0.00002	152	0.00001	178	0.00002	162	0.00001	212	0.00001	138	0.00001	0	0.00000	280	0.00001	337	0.00001	203	0.00001	383	0.00001	127	0.00001	324	0.00001	100	0.00001	156	0.00001	119	0.00001	147	0.00001
Betabaculovirus	558017	G	31	0.00000	53	0.00000	44	0.00000	46	0.00001	40	0.00000	57	0.00001	44	0.00000	53	0.00000	46	0.00000	0	0.00000	104	0.00001	67	0.00000	55	0.00000	93	0.00000	56	0.00000	122	0.00000	33	0.00000	48	0.00000	45	0.00000	100	0.00001
Deltanudivirus	2842638	G	68	0.00000	77	0.00000	111	0.00001	30	0.00000	76	0.00001	96	0.00001	0	0.00000	355	0.00002	100	0.00000	0	0.00000	14	0.00000	25	0.00000	29	0.00000	33	0.00000	16	0.00000	72	0.00000	0	0.00000	12	0.00000	24	0.00000	28	0.00000
Betanudivirus	1511854	G	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	45	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alphanudivirus	1511853	G	22	0.00000	33	0.00000	27	0.00000	15	0.00000	27	0.00000	31	0.00000	28	0.00000	31	0.00000	36	0.00000	0	0.00000	35	0.00000	28	0.00000	37	0.00000	43	0.00000	11	0.00000	40	0.00000	10	0.00000	25	0.00000	26	0.00000	24	0.00000
Glossinavirus	1285591	G	17	0.00000	19	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	11	0.00000	14	0.00000	0	0.00000	0	0.00000	15	0.00000	10	0.00000	13	0.00000	14	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Whispovirus	249585	G	13	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Plasmavirus	10473	G	121	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	119	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bracoviriform	2946836	G	47	0.00000	62	0.00000	49	0.00000	33	0.00000	33	0.00000	40	0.00000	65	0.00000	68	0.00000	61	0.00000	0	0.00000	43	0.00000	103	0.00000	38	0.00000	137	0.00000	13	0.00000	32	0.00000	20	0.00000	26	0.00000	71	0.00001	12	0.00000
Orthobunyavirus	11572	G	31	0.00000	21	0.00000	25	0.00000	12	0.00000	24	0.00000	22	0.00000	30	0.00000	35	0.00000	32	0.00000	51	0.00000	55	0.00000	28	0.00000	51	0.00000	74	0.00000	20	0.00000	32	0.00000	19	0.00000	31	0.00000	25	0.00000	38	0.00000
Emaravirus	675845	G	12	0.00000	18	0.00000	0	0.00000	0	0.00000	14	0.00000	14	0.00000	0	0.00000	14	0.00000	12	0.00000	0	0.00000	33	0.00000	0	0.00000	20	0.00000	21	0.00000	11	0.00000	23	0.00000	13	0.00000	16	0.00000	0	0.00000	25	0.00000
Tymovirus	12148	G	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lihtdlivirus	3152764	G	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pandoravirus	2060084	G	133	0.00001	150	0.00001	128	0.00001	92	0.00001	128	0.00001	129	0.00001	141	0.00001	238	0.00002	151	0.00001	0	0.00000	140	0.00001	95	0.00000	133	0.00001	157	0.00000	75	0.00001	670	0.00001	54	0.00001	179	0.00001	119	0.00001	87	0.00001
Alphapithovirus	3153073	G	87	0.00001	82	0.00000	85	0.00001	0	0.00000	98	0.00001	0	0.00000	122	0.00001	134	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	105	0.00001	0	0.00000	0	0.00000
Plectrovirus	10875	G	66	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	112	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tertilicivirus	2732881	G	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Begomovirus	10814	G	26	0.00000	14	0.00000	16	0.00000	13	0.00000	12	0.00000	15	0.00000	12	0.00000	23	0.00000	33	0.00000	0	0.00000	35	0.00000	81	0.00000	30	0.00000	138	0.00000	17	0.00000	43	0.00000	12	0.00000	11	0.00000	33	0.00000	27	0.00000
Alphapolyomavirus	1891713	G	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Usarudivirus	2843109	G	15	0.00000	10	0.00000	15	0.00000	12	0.00000	10	0.00000	15	0.00000	0	0.00000	16	0.00000	11	0.00000	0	0.00000	13	0.00000	20	0.00000	55	0.00000	34	0.00000	33	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000
Metallibacterium	1218803	G	0	0.00000	20	0.00000	13	0.00000	13	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	23	0.00000	11	0.00000	40	0.00000	14	0.00000	87	0.00000	16	0.00000	19	0.00000	0	0.00000	0	0.00000
Azohydromonas	312063	G	0	0.00000	12	0.00000	10	0.00000	13	0.00000	0	0.00000	18	0.00000	17	0.00000	16	0.00000	0	0.00000	0	0.00000	24	0.00000	20	0.00000	12	0.00000	29	0.00000	12	0.00000	144	0.00000	11	0.00000	25	0.00000	10	0.00000	12	0.00000
Candidatus Nanohalovita	3157591	G	0	0.00000	26	0.00000	37	0.00000	11	0.00000	19	0.00000	22	0.00000	17	0.00000	48	0.00000	11	0.00000	0	0.00000	20	0.00000	13	0.00000	11	0.00000	26	0.00000	11	0.00000	39	0.00000	13	0.00000	48	0.00000	37	0.00000	0	0.00000
Naegleria	5761	G	0	0.00000	12	0.00000	20	0.00000	14	0.00000	11	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	139	0.00001	33	0.00000	0	0.00000	76	0.00000	0	0.00000	84	0.00000	52	0.00001	0	0.00000	57	0.00000	0	0.00000
Hemiselmis	77924	G	0	0.00000	16	0.00000	28	0.00000	0	0.00000	16	0.00000	33	0.00000	29	0.00000	35	0.00000	18	0.00000	0	0.00000	49	0.00000	84	0.00000	12	0.00000	72	0.00000	94	0.00001	72	0.00000	26	0.00000	15	0.00000	27	0.00000	103	0.00001
Pipoluvirus	2948867	G	0	0.00000	18	0.00000	27	0.00000	16	0.00000	0	0.00000	19	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	46	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000
Birpovirus	2946830	G	0	0.00000	86	0.00000	33	0.00000	65	0.00001	79	0.00001	53	0.00001	14	0.00000	111	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	73	0.00000	0	0.00000	36	0.00000	13	0.00000	0	0.00000	0	0.00000	13	0.00000	30	0.00000
Besingivirus	2946821	G	0	0.00000	32	0.00000	35	0.00000	29	0.00000	43	0.00000	14	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	12	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	14	0.00000	12	0.00000
Buorbuivirus	2948644	G	0	0.00000	77	0.00000	0	0.00000	0	0.00000	42	0.00000	0	0.00000	0	0.00000	187	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000
Cacepaovirus	2948646	G	0	0.00000	26	0.00000	29	0.00000	34	0.00000	42	0.00000	27	0.00000	19	0.00000	19	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	119	0.00001	0	0.00000	67	0.00001	122	0.00000	0	0.00000	21	0.00000	56	0.00000	82	0.00001
Bohxovirus	2946832	G	0	0.00000	22	0.00000	11	0.00000	61	0.00001	30	0.00000	24	0.00000	11	0.00000	10	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	174	0.00001	0	0.00000	65	0.00001	131	0.00000	0	0.00000	0	0.00000	80	0.00001	80	0.00001
Cohcovirus	2942991	G	0	0.00000	25	0.00000	0	0.00000	16	0.00000	28	0.00000	17	0.00000	13	0.00000	61	0.00000	19	0.00000	0	0.00000	14	0.00000	24	0.00000	229	0.00002	35	0.00000	78	0.00001	27	0.00000	0	0.00000	0	0.00000	30	0.00000	45	0.00000
Kingevirus	2948785	G	0	0.00000	14	0.00000	72	0.00001	23	0.00000	15	0.00000	61	0.00001	13	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	13	0.00000	20	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000
Bertelyvirus	2733152	G	0	0.00000	20	0.00000	26	0.00000	0	0.00000	13	0.00000	16	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	14	0.00000	21	0.00000	12	0.00000	21	0.00000	15	0.00000	91	0.00000	0	0.00000	10	0.00000	12	0.00000	17	0.00000
Colossusvirus	2733153	G	0	0.00000	12	0.00000	17	0.00000	0	0.00000	15	0.00000	15	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	14	0.00000	0	0.00000	51	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000
Shapirovirus	2733155	G	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	52	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000
Baoshanvirus	2732969	G	0	0.00000	17	0.00000	0	0.00000	17	0.00000	14	0.00000	16	0.00000	40	0.00000	31	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000
Nitunavirus	1921016	G	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	30	0.00000	0	0.00000	31	0.00000	0	0.00000	165	0.00001	0	0.00000	65	0.00000	0	0.00000	67	0.00001	0	0.00000	53	0.00001	54	0.00000	0	0.00000	62	0.00001
Bastillevirus	1918010	G	0	0.00000	19	0.00000	11	0.00000	0	0.00000	0	0.00000	14	0.00000	16	0.00000	23	0.00000	16	0.00000	0	0.00000	35	0.00000	87	0.00000	16	0.00000	86	0.00000	0	0.00000	0	0.00000	14	0.00000	12	0.00000	20	0.00000	11	0.00000
Agatevirus	1910931	G	0	0.00000	15	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Watanabevirus	2843129	G	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Okubovirus	1857845	G	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mosugukvirus	2948828	G	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ceceduovirus	2842588	G	0	0.00000	13	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Schizotequatrovirus	1198137	G	0	0.00000	17	0.00000	17	0.00000	0	0.00000	14	0.00000	22	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	14	0.00000	15	0.00000	21	0.00000	13	0.00000	17	0.00000	0	0.00000	38	0.00000	0	0.00000	17	0.00000
Salacisavirus	2733129	G	0	0.00000	18	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	19	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Sedonavirus	2948898	G	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Potamoivirus	2948872	G	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	50	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gibbetvirus	2948725	G	0	0.00000	18	0.00000	26	0.00000	16	0.00000	0	0.00000	19	0.00000	23	0.00000	28	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ormenosvirus	2948849	G	0	0.00000	13	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Serangoonvirus	3044820	G	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	20	0.00000	24	0.00000	15	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000
Certrevirus	1914850	G	0	0.00000	83	0.00000	13	0.00000	14	0.00000	18	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thalassavirus	2948922	G	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	22	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	16	0.00000	15	0.00000	14	0.00000	0	0.00000	12	0.00000	57	0.00000	0	0.00000	17	0.00000
Chunghsingvirus	2560115	G	0	0.00000	38	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tedavirus	2841280	G	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sophritavirus	3044834	G	0	0.00000	19	0.00000	14	0.00000	0	0.00000	26	0.00000	24	0.00000	43	0.00000	32	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	14	0.00000	0	0.00000	18	0.00000
Natevirus	3044772	G	0	0.00000	12	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	11	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Julieunavirus	2948773	G	0	0.00000	15	0.00000	11	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	14	0.00000	11	0.00000	0	0.00000	16	0.00000	0	0.00000	51	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000
Wroclawvirus	3044857	G	0	0.00000	52	0.00000	21	0.00000	15	0.00000	10	0.00000	25	0.00000	89	0.00001	21	0.00000	14	0.00000	0	0.00000	0	0.00000	59	0.00000	14	0.00000	85	0.00000	11	0.00000	28	0.00000	0	0.00000	13	0.00000	11	0.00000	0	0.00000
Anthonyvirus	2946804	G	0	0.00000	44	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brigitvirus	2733097	G	0	0.00000	44	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Faunusvirus	2732961	G	0	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sharonstreetvirus	2943019	G	0	0.00000	10	0.00000	0	0.00000	14	0.00000	12	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	28	0.00000	0	0.00000	22	0.00000	487	0.00001	0	0.00000	33	0.00000	0	0.00000	20	0.00000
Lightbulbvirus	1918522	G	0	0.00000	37	0.00000	19	0.00000	12	0.00000	12	0.00000	17	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	16	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Reyvirus	1623301	G	0	0.00000	22	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000
Melvirus	2842862	G	0	0.00000	20	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Brussowvirus	1623303	G	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flaumdravirus	2560133	G	0	0.00000	29	0.00000	40	0.00000	24	0.00000	27	0.00000	42	0.00000	18	0.00000	94	0.00001	17	0.00000	0	0.00000	19	0.00000	30	0.00000	81	0.00001	19	0.00000	38	0.00000	108	0.00000	0	0.00000	37	0.00000	0	0.00000	55	0.00000
Lenusvirus	2733160	G	0	0.00000	13	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Mementomorivirus	2733194	G	0	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	42	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Felixounavirus	1198140	G	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	13	0.00000	17	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Qingdaovirus	2733126	G	0	0.00000	26	0.00000	15	0.00000	10	0.00000	14	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000
Dismasvirus	2560122	G	0	0.00000	25	0.00000	0	0.00000	18	0.00000	11	0.00000	0	0.00000	0	0.00000	11	0.00000	12	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	15	0.00000	13	0.00000	93	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000
Brucesealvirus	2842570	G	0	0.00000	12	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kafunavirus	1982587	G	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Zewailvirus	3152914	G	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Piorkowskivirus	3044792	G	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cequinquevirus	1912760	G	0	0.00000	18	0.00000	20	0.00000	17	0.00000	0	0.00000	13	0.00000	13	0.00000	14	0.00000	40	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nimduovirus	3044775	G	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ripduovirus	2560215	G	0	0.00000	17	0.00000	13	0.00000	0	0.00000	0	0.00000	10	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Machinavirus	2169624	G	0	0.00000	15	0.00000	24	0.00000	16	0.00000	14	0.00000	25	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	194	0.00001	0	0.00000	221	0.00001	0	0.00000	59	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000
Juiceboxvirus	2733182	G	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Korravirus	1982076	G	0	0.00000	14	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	20	0.00000	0	0.00000	21	0.00000	0	0.00000	13	0.00000	0	0.00000	10	0.00000
Wbetavirus	1623308	G	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
