name	taxonomy_id	taxonomy_lvl	C10_S21_F._num	C10_S21_F._frac	C1_S12_F._num	C1_S12_F._frac	C2_S13_F._num	C2_S13_F._frac	C3_S14_F._num	C3_S14_F._frac	C4_S15_F._num	C4_S15_F._frac	C5_S16_F._num	C5_S16_F._frac	C6_S17_F._num	C6_S17_F._frac	C7_S18_F._num	C7_S18_F._frac	C9_S20_F._num	C9_S20_F._frac	Post_Cntl_F._num	Post_Cntl_F._frac	S10_S11_F._num	S10_S11_F._frac	S1_S2_F._num	S1_S2_F._frac	S2_S3_F._num	S2_S3_F._frac	S3_S4_F._num	S3_S4_F._frac	S4_S5_F._num	S4_S5_F._frac	S5_S6_F._num	S5_S6_F._frac	S6_S7_F._num	S6_S7_F._frac	S7_S8_F._num	S7_S8_F._frac	S8_S9_F._num	S8_S9_F._frac	S9_S10_F._num	S9_S10_F._frac
Candidatus Nitrosocaldaceae	1968910	F	37	0.00000	38	0.00000	279	0.00002	24	0.00000	206	0.00002	200	0.00002	361	0.00002	334	0.00002	32	0.00000	0	0.00000	131	0.00001	410	0.00002	233	0.00002	501	0.00001	176	0.00002	488	0.00001	54	0.00001	403	0.00003	279	0.00002	248	0.00002
Nitrosotaleaceae	3373482	F	205	0.00001	243	0.00001	57	0.00000	188	0.00002	39	0.00000	48	0.00000	88	0.00001	70	0.00000	244	0.00001	0	0.00000	471	0.00002	59	0.00000	58	0.00000	70	0.00000	35	0.00000	71	0.00000	195	0.00003	132	0.00001	72	0.00001	41	0.00000
Conexivisphaeraceae	2798276	F	19	0.00000	102	0.00000	48	0.00000	24	0.00000	89	0.00001	36	0.00000	37	0.00000	35	0.00000	29	0.00000	0	0.00000	40	0.00000	19	0.00000	34	0.00000	24	0.00000	26	0.00000	215	0.00000	14	0.00000	28	0.00000	11	0.00000	27	0.00000
Candidatus Micrarchaeaceae	2885735	F	112	0.00001	75	0.00000	30	0.00000	13	0.00000	54	0.00001	18	0.00000	45	0.00000	37	0.00000	105	0.00000	0	0.00000	17	0.00000	12	0.00000	15	0.00000	18	0.00000	0	0.00000	99	0.00000	0	0.00000	36	0.00000	34	0.00000	10	0.00000
Candidatus Nanohalobiaceae	2856054	F	51	0.00000	44	0.00000	27	0.00000	67	0.00001	43	0.00000	32	0.00000	79	0.00000	77	0.00001	31	0.00000	0	0.00000	79	0.00000	50	0.00000	58	0.00000	62	0.00000	20	0.00000	35	0.00000	26	0.00000	83	0.00001	231	0.00002	29	0.00000
Nanobdellaceae	2974823	F	50	0.00000	77	0.00000	126	0.00001	66	0.00001	72	0.00001	89	0.00001	109	0.00001	196	0.00001	121	0.00000	0	0.00000	205	0.00001	121	0.00000	127	0.00001	175	0.00001	62	0.00001	255	0.00000	88	0.00001	55	0.00000	39	0.00000	80	0.00001
Promethearchaeaceae	3366644	F	198	0.00001	259	0.00001	373	0.00003	149	0.00002	202	0.00002	250	0.00003	316	0.00002	289	0.00002	241	0.00001	0	0.00000	428	0.00002	1025	0.00004	247	0.00002	994	0.00003	179	0.00002	427	0.00001	149	0.00002	388	0.00003	296	0.00002	213	0.00002
Hominidae	9604	F	111982	0.00658	194147	0.00935	220659	0.01899	125908	0.01401	153875	0.01470	179978	0.01874	213530	0.01260	264503	0.01786	148126	0.00595	3335	0.00006	348192	0.01828	237632	0.00913	210398	0.01431	327798	0.00946	129798	0.01151	359756	0.00643	139723	0.01881	159168	0.01156	159572	0.01298	189720	0.01685
Nectriaceae	110618	F	2626	0.00015	4142	0.00020	4003	0.00034	2624	0.00029	3356	0.00032	3357	0.00035	4215	0.00025	4229	0.00029	3323	0.00013	0	0.00000	4733	0.00025	3836	0.00015	4053	0.00028	5692	0.00016	2581	0.00023	10550	0.00019	1931	0.00026	3962	0.00029	2890	0.00024	2992	0.00027
Hypocreaceae	5129	F	904	0.00005	1467	0.00007	1427	0.00012	976	0.00011	1132	0.00011	1233	0.00013	1303	0.00008	1483	0.00010	1126	0.00005	0	0.00000	1806	0.00009	2041	0.00008	1120	0.00008	2785	0.00008	730	0.00006	3697	0.00007	677	0.00009	1779	0.00013	1158	0.00009	895	0.00008
Clavicipitaceae	34397	F	744	0.00004	1314	0.00006	1171	0.00010	854	0.00010	976	0.00009	1104	0.00011	1113	0.00007	1309	0.00009	1046	0.00004	0	0.00000	1692	0.00009	957	0.00004	1074	0.00007	1504	0.00004	704	0.00006	3558	0.00006	683	0.00009	1313	0.00010	1092	0.00009	772	0.00007
Ophiocordycipitaceae	474942	F	692	0.00004	987	0.00005	892	0.00008	645	0.00007	720	0.00007	787	0.00008	789	0.00005	1033	0.00007	963	0.00004	0	0.00000	1079	0.00006	1523	0.00006	774	0.00005	2091	0.00006	578	0.00005	3744	0.00007	406	0.00005	1473	0.00011	1266	0.00010	616	0.00005
Cordycipitaceae	474943	F	350	0.00002	482	0.00002	549	0.00005	344	0.00004	467	0.00004	404	0.00004	416	0.00002	575	0.00004	457	0.00002	0	0.00000	688	0.00004	627	0.00002	512	0.00003	895	0.00003	330	0.00003	1505	0.00003	235	0.00003	585	0.00004	389	0.00003	372	0.00003
Glomerellaceae	681950	F	1323	0.00008	1990	0.00010	1879	0.00016	1361	0.00015	1617	0.00015	1742	0.00018	1854	0.00011	2144	0.00014	1485	0.00006	0	0.00000	2670	0.00014	2019	0.00008	2332	0.00016	2758	0.00008	1637	0.00015	6132	0.00011	954	0.00013	2399	0.00017	1479	0.00012	1932	0.00017
Sordariaceae	5148	F	793	0.00005	1356	0.00007	1303	0.00011	877	0.00010	987	0.00009	1091	0.00011	1531	0.00009	1323	0.00009	1091	0.00004	0	0.00000	1356	0.00007	1550	0.00006	1441	0.00010	2086	0.00006	952	0.00008	3786	0.00007	501	0.00007	1465	0.00011	1098	0.00009	1139	0.00010
Chaetomiaceae	35718	F	662	0.00004	1099	0.00005	1401	0.00012	704	0.00008	1167	0.00011	901	0.00009	955	0.00006	1133	0.00008	774	0.00003	0	0.00000	1629	0.00009	1213	0.00005	1109	0.00008	1739	0.00005	722	0.00006	4399	0.00008	672	0.00009	1206	0.00009	1045	0.00009	756	0.00007
Podosporaceae	2609812	F	958	0.00006	1477	0.00007	1023	0.00009	1012	0.00011	804	0.00008	1189	0.00012	1333	0.00008	1602	0.00011	1132	0.00005	0	0.00000	1106	0.00006	1456	0.00006	1396	0.00009	1935	0.00006	930	0.00008	4866	0.00009	458	0.00006	1744	0.00013	1176	0.00010	1023	0.00009
Pyriculariaceae	2528436	F	911	0.00005	1388	0.00007	1404	0.00012	960	0.00011	1097	0.00010	1237	0.00013	1319	0.00008	1526	0.00010	1248	0.00005	0	0.00000	1885	0.00010	1218	0.00005	1519	0.00010	1664	0.00005	1012	0.00009	3593	0.00006	785	0.00011	1451	0.00011	991	0.00008	1117	0.00010
Sclerotiniaceae	28983	F	606	0.00004	1075	0.00005	1088	0.00009	699	0.00008	801	0.00008	974	0.00010	965	0.00006	1198	0.00008	721	0.00003	0	0.00000	2314	0.00012	921	0.00004	938	0.00006	1299	0.00004	708	0.00006	3223	0.00006	927	0.00012	864	0.00006	819	0.00007	975	0.00009
Aspergillaceae	1131492	F	3380	0.00020	4243	0.00020	4651	0.00040	2512	0.00028	2900	0.00028	5425	0.00056	3957	0.00023	7290	0.00049	4317	0.00017	0	0.00000	6482	0.00034	4477	0.00017	3978	0.00027	6487	0.00019	2736	0.00024	8962	0.00016	2577	0.00035	3912	0.00028	3619	0.00029	3219	0.00029
Trichocomaceae	28568	F	504	0.00003	925	0.00004	931	0.00008	605	0.00007	705	0.00007	689	0.00007	987	0.00006	953	0.00006	681	0.00003	0	0.00000	971	0.00005	939	0.00004	910	0.00006	1349	0.00004	541	0.00005	1802	0.00003	397	0.00005	815	0.00006	737	0.00006	707	0.00006
Onygenaceae	33184	F	226	0.00001	656	0.00003	460	0.00004	249	0.00003	356	0.00003	396	0.00004	437	0.00003	635	0.00004	351	0.00001	0	0.00000	543	0.00003	459	0.00002	417	0.00003	673	0.00002	270	0.00002	1425	0.00003	247	0.00003	765	0.00006	602	0.00005	273	0.00002
Pleosporaceae	28556	F	512	0.00003	782	0.00004	750	0.00006	501	0.00006	652	0.00006	660	0.00007	739	0.00004	770	0.00005	634	0.00003	0	0.00000	880	0.00005	767	0.00003	692	0.00005	951	0.00003	490	0.00004	3771	0.00007	340	0.00005	834	0.00006	765	0.00006	525	0.00005
Didymellaceae	683158	F	343	0.00002	496	0.00002	506	0.00004	345	0.00004	446	0.00004	491	0.00005	514	0.00003	638	0.00004	429	0.00002	0	0.00000	652	0.00003	722	0.00003	530	0.00004	889	0.00003	347	0.00003	2566	0.00005	279	0.00004	617	0.00004	555	0.00005	354	0.00003
Mycosphaerellaceae	93133	F	691	0.00004	1450	0.00007	1141	0.00010	799	0.00009	956	0.00009	1021	0.00011	1143	0.00007	1301	0.00009	932	0.00004	0	0.00000	1434	0.00008	1612	0.00006	1042	0.00007	2312	0.00007	696	0.00006	4062	0.00007	569	0.00008	1390	0.00010	847	0.00007	811	0.00007
Saccharomycetaceae	4893	F	5777	0.00034	9394	0.00045	10305	0.00089	6514	0.00072	7313	0.00070	8711	0.00091	10287	0.00061	11315	0.00076	7710	0.00031	25	0.00000	18088	0.00095	12739	0.00049	9907	0.00067	16473	0.00048	6764	0.00060	19059	0.00034	7659	0.00103	8947	0.00065	13068	0.00106	8392	0.00075
Saccharomycodaceae	34365	F	458	0.00003	742	0.00004	722	0.00006	449	0.00005	577	0.00006	603	0.00006	743	0.00004	805	0.00005	616	0.00002	0	0.00000	1458	0.00008	1001	0.00004	835	0.00006	1324	0.00004	494	0.00004	1337	0.00002	629	0.00008	628	0.00005	567	0.00005	742	0.00007
Debaryomycetaceae	766764	F	2508	0.00015	3663	0.00018	3700	0.00032	2792	0.00031	3829	0.00037	3307	0.00034	4434	0.00026	4333	0.00029	3552	0.00014	360	0.00001	5520	0.00029	3720	0.00014	3503	0.00024	5000	0.00014	2446	0.00022	5978	0.00011	2210	0.00030	3158	0.00023	3097	0.00025	3066	0.00027
Metschnikowiaceae	27319	F	269	0.00002	409	0.00002	492	0.00004	254	0.00003	304	0.00003	354	0.00004	395	0.00002	487	0.00003	380	0.00002	0	0.00000	544	0.00003	471	0.00002	394	0.00003	678	0.00002	271	0.00002	670	0.00001	228	0.00003	393	0.00003	426	0.00003	266	0.00002
Pichiaceae	1156497	F	917	0.00005	1559	0.00008	1489	0.00013	1008	0.00011	1266	0.00012	1250	0.00013	1347	0.00008	1873	0.00013	938	0.00004	0	0.00000	2203	0.00012	1108	0.00004	1294	0.00009	1492	0.00004	923	0.00008	2367	0.00004	905	0.00012	1793	0.00013	1025	0.00008	1010	0.00009
Trichomonascaceae	410830	F	203	0.00001	321	0.00002	375	0.00003	252	0.00003	310	0.00003	292	0.00003	731	0.00004	364	0.00002	499	0.00002	0	0.00000	446	0.00002	717	0.00003	378	0.00003	1027	0.00003	219	0.00002	671	0.00001	179	0.00002	275	0.00002	217	0.00002	278	0.00002
Schizosaccharomycetaceae	4894	F	378	0.00002	620	0.00003	609	0.00005	385	0.00004	503	0.00005	492	0.00005	775	0.00005	705	0.00005	511	0.00002	0	0.00000	776	0.00004	652	0.00003	637	0.00004	810	0.00002	365	0.00003	966	0.00002	286	0.00004	463	0.00003	452	0.00004	486	0.00004
Cryptococcaceae	1884633	F	3112	0.00018	4835	0.00023	4737	0.00041	3047	0.00034	3615	0.00035	4071	0.00042	5376	0.00032	5783	0.00039	4153	0.00017	30	0.00000	6459	0.00034	6287	0.00024	4527	0.00031	8018	0.00023	2803	0.00025	8861	0.00016	2480	0.00033	4609	0.00033	4083	0.00033	3440	0.00031
Trichosporonaceae	1759442	F	745	0.00004	1049	0.00005	1029	0.00009	715	0.00008	858	0.00008	1024	0.00011	757	0.00004	1134	0.00008	895	0.00004	0	0.00000	1122	0.00006	1073	0.00004	1188	0.00008	1424	0.00004	862	0.00008	4614	0.00008	447	0.00006	1105	0.00008	734	0.00006	912	0.00008
Strophariaceae	40562	F	295	0.00002	446	0.00002	427	0.00004	239	0.00003	334	0.00003	378	0.00004	382	0.00002	453	0.00003	355	0.00001	0	0.00000	470	0.00002	517	0.00002	349	0.00002	746	0.00002	223	0.00002	1056	0.00002	224	0.00003	628	0.00005	409	0.00003	245	0.00002
Marasmiaceae	654128	F	203	0.00001	332	0.00002	328	0.00003	208	0.00002	281	0.00003	263	0.00003	377	0.00002	305	0.00002	286	0.00001	0	0.00000	302	0.00002	976	0.00004	254	0.00002	1306	0.00004	184	0.00002	618	0.00001	115	0.00002	368	0.00003	146	0.00001	218	0.00002
Ceratobasidiaceae	5250	F	217	0.00001	332	0.00002	302	0.00003	183	0.00002	233	0.00002	263	0.00003	324	0.00002	256	0.00002	293	0.00001	0	0.00000	285	0.00001	228	0.00001	207	0.00001	356	0.00001	139	0.00001	597	0.00001	115	0.00002	244	0.00002	177	0.00001	160	0.00001
Pucciniaceae	5262	F	1245	0.00007	1583	0.00008	1535	0.00013	988	0.00011	1168	0.00011	1230	0.00013	1809	0.00011	1669	0.00011	1549	0.00006	0	0.00000	2482	0.00013	2888	0.00011	1409	0.00010	3699	0.00011	982	0.00009	2794	0.00005	1005	0.00014	1590	0.00012	1207	0.00010	1289	0.00011
Ustilaginaceae	5268	F	483	0.00003	807	0.00004	831	0.00007	500	0.00006	639	0.00006	692	0.00007	769	0.00005	837	0.00006	579	0.00002	0	0.00000	1455	0.00008	1334	0.00005	636	0.00004	1995	0.00006	408	0.00004	1858	0.00003	604	0.00008	815	0.00006	703	0.00006	463	0.00004
Malasseziaceae	742845	F	323	0.00002	611	0.00003	576	0.00005	394	0.00004	434	0.00004	497	0.00005	423	0.00002	553	0.00004	398	0.00002	0	0.00000	539	0.00003	532	0.00002	568	0.00004	723	0.00002	384	0.00003	1605	0.00003	232	0.00003	489	0.00004	285	0.00002	417	0.00004
Glomeraceae	36751	F	4085	0.00024	5817	0.00028	6242	0.00054	3854	0.00043	4747	0.00045	4963	0.00052	7278	0.00043	7491	0.00051	5401	0.00022	44	0.00000	9923	0.00052	7750	0.00030	7172	0.00049	11139	0.00032	4193	0.00037	9147	0.00016	4030	0.00054	5989	0.00043	5610	0.00046	6068	0.00054
Nosematidae	27974	F	469	0.00003	524	0.00003	613	0.00005	373	0.00004	502	0.00005	447	0.00005	813	0.00005	878	0.00006	604	0.00002	0	0.00000	1333	0.00007	845	0.00003	845	0.00006	1128	0.00003	500	0.00004	938	0.00002	516	0.00007	652	0.00005	649	0.00005	739	0.00007
Unikaryonidae	36734	F	68	0.00000	116	0.00001	155	0.00001	67	0.00001	108	0.00001	114	0.00001	158	0.00001	185	0.00001	122	0.00000	0	0.00000	169	0.00001	118	0.00000	177	0.00001	137	0.00000	93	0.00001	217	0.00000	66	0.00001	111	0.00001	80	0.00001	81	0.00001
Plasmodiidae	1639119	F	7849	0.00046	12618	0.00061	12985	0.00112	8305	0.00092	10033	0.00096	11033	0.00115	14464	0.00085	16148	0.00109	10193	0.00041	173	0.00000	24442	0.00128	18590	0.00071	14871	0.00101	25103	0.00072	8980	0.00080	18760	0.00034	9874	0.00133	12450	0.00090	12169	0.00099	13158	0.00117
Theileriidae	27994	F	686	0.00004	876	0.00004	896	0.00008	540	0.00006	758	0.00007	859	0.00009	1086	0.00006	1155	0.00008	836	0.00003	0	0.00000	2020	0.00011	1421	0.00005	909	0.00006	1994	0.00006	586	0.00005	1379	0.00002	835	0.00011	892	0.00006	768	0.00006	766	0.00007
Babesiidae	32594	F	450	0.00003	767	0.00004	629	0.00005	502	0.00006	592	0.00006	573	0.00006	737	0.00004	874	0.00006	559	0.00002	0	0.00000	1103	0.00006	791	0.00003	502	0.00003	1152	0.00003	306	0.00003	1062	0.00002	436	0.00006	538	0.00004	390	0.00003	444	0.00004
Sarcocystidae	5809	F	755	0.00004	1513	0.00007	1432	0.00012	956	0.00011	1127	0.00011	1259	0.00013	1354	0.00008	1520	0.00010	1011	0.00004	0	0.00000	2001	0.00011	1945	0.00007	1489	0.00010	2971	0.00009	926	0.00008	3840	0.00007	785	0.00011	1484	0.00011	1118	0.00009	1055	0.00009
Cryptosporidiidae	35082	F	358	0.00002	529	0.00003	447	0.00004	297	0.00003	402	0.00004	417	0.00004	740	0.00004	588	0.00004	467	0.00002	0	0.00000	881	0.00005	613	0.00002	492	0.00003	867	0.00003	249	0.00002	767	0.00001	357	0.00005	452	0.00003	423	0.00003	445	0.00004
Parameciidae	340080	F	25	0.00000	56	0.00000	57	0.00000	24	0.00000	38	0.00000	32	0.00000	67	0.00000	51	0.00000	24	0.00000	0	0.00000	57	0.00000	52	0.00000	52	0.00000	70	0.00000	39	0.00000	61	0.00000	19	0.00000	57	0.00000	38	0.00000	45	0.00000
Peronosporaceae	4777	F	453	0.00003	692	0.00003	604	0.00005	439	0.00005	534	0.00005	550	0.00006	794	0.00005	730	0.00005	702	0.00003	0	0.00000	1013	0.00005	1208	0.00005	724	0.00005	1545	0.00004	575	0.00005	1267	0.00002	409	0.00006	675	0.00005	566	0.00005	702	0.00006
Thalassiosiraceae	29202	F	252	0.00001	377	0.00002	321	0.00003	203	0.00002	249	0.00002	273	0.00003	308	0.00002	369	0.00002	317	0.00001	0	0.00000	429	0.00002	452	0.00002	308	0.00002	643	0.00002	199	0.00002	626	0.00001	193	0.00003	384	0.00003	295	0.00002	260	0.00002
Phaeodactylaceae	38749	F	195	0.00001	300	0.00001	276	0.00002	176	0.00002	254	0.00002	239	0.00002	314	0.00002	337	0.00002	225	0.00001	0	0.00000	518	0.00003	530	0.00002	198	0.00001	687	0.00002	179	0.00002	502	0.00001	205	0.00003	305	0.00002	266	0.00002	214	0.00002
Trichomonadidae	181550	F	2176	0.00013	3791	0.00018	9269	0.00080	2293	0.00026	11767	0.00112	3270	0.00034	4863	0.00029	4056	0.00027	2854	0.00011	46	0.00000	5589	0.00029	4074	0.00016	3432	0.00023	5167	0.00015	2155	0.00019	4054	0.00007	2321	0.00031	3330	0.00024	2657	0.00022	2973	0.00026
Hexamitidae	5739	F	1011	0.00006	766	0.00004	856	0.00007	482	0.00005	618	0.00006	636	0.00007	1137	0.00007	826	0.00006	1150	0.00005	13	0.00000	1660	0.00009	942	0.00004	854	0.00006	1462	0.00004	629	0.00006	1212	0.00002	726	0.00010	694	0.00005	731	0.00006	892	0.00008
Trypanosomatidae	5654	F	1844	0.00011	2849	0.00014	2800	0.00024	1850	0.00021	2303	0.00022	2432	0.00025	2385	0.00014	2930	0.00020	2630	0.00011	0	0.00000	3521	0.00018	4030	0.00015	2750	0.00019	5610	0.00016	1871	0.00017	8369	0.00015	1456	0.00020	3366	0.00024	2442	0.00020	2084	0.00019
Dictyosteliaceae	2058185	F	1238	0.00007	1574	0.00008	1717	0.00015	960	0.00011	1241	0.00012	1399	0.00015	1873	0.00011	2082	0.00014	1593	0.00006	450	0.00001	2903	0.00015	1631	0.00006	1816	0.00012	2282	0.00007	1068	0.00009	2590	0.00005	1214	0.00016	1661	0.00012	1567	0.00013	1560	0.00014
Cryptomonadaceae	2896	F	38	0.00000	85	0.00000	67	0.00001	36	0.00000	76	0.00001	42	0.00000	87	0.00001	73	0.00000	32	0.00000	0	0.00000	225	0.00001	38	0.00000	42	0.00000	88	0.00000	25	0.00000	64	0.00000	91	0.00001	51	0.00000	76	0.00001	30	0.00000
Geminigeraceae	589343	F	34	0.00000	142	0.00001	143	0.00001	71	0.00001	107	0.00001	92	0.00001	201	0.00001	144	0.00001	71	0.00000	0	0.00000	224	0.00001	83	0.00000	98	0.00001	123	0.00000	154	0.00001	168	0.00000	106	0.00001	73	0.00001	83	0.00001	210	0.00002
Steigviridae	2942965	F	1158	0.00007	2139	0.00010	2134	0.00018	1574	0.00018	2547	0.00024	2204	0.00023	347	0.00002	831	0.00006	1286	0.00005	0	0.00000	274	0.00001	1135	0.00004	1391	0.00009	1683	0.00005	802	0.00007	392	0.00001	92	0.00001	1581	0.00011	4603	0.00037	865	0.00008
Intestiviridae	2942964	F	441	0.00003	1604	0.00008	900	0.00008	1122	0.00012	1562	0.00015	2651	0.00028	769	0.00005	858	0.00006	520	0.00002	0	0.00000	1033	0.00005	248	0.00001	1168	0.00008	312	0.00001	507	0.00004	1165	0.00002	418	0.00006	1017	0.00007	327	0.00003	621	0.00006
Suoliviridae	2942966	F	375	0.00002	1274	0.00006	452	0.00004	925	0.00010	1060	0.00010	609	0.00006	423	0.00002	1413	0.00010	512	0.00002	0	0.00000	395	0.00002	53633	0.00206	2300	0.00016	76280	0.00220	1074	0.00010	1335	0.00002	142	0.00002	233	0.00002	947	0.00008	1085	0.00010
Crevaviridae	2942963	F	36	0.00000	634	0.00003	682	0.00006	374	0.00004	382	0.00004	515	0.00005	505	0.00003	598	0.00004	47	0.00000	0	0.00000	13	0.00000	329	0.00001	42	0.00000	494	0.00001	12	0.00000	971	0.00002	0	0.00000	16	0.00000	51	0.00000	27	0.00000
Schitoviridae	2842329	F	3246	0.00019	542	0.00003	122	0.00001	117	0.00001	107	0.00001	170	0.00002	149	0.00001	213	0.00001	3914	0.00016	0	0.00000	209	0.00001	121	0.00000	147	0.00001	392	0.00001	99	0.00001	823	0.00001	63	0.00001	150	0.00001	154	0.00001	373	0.00003
Autographiviridae	2731643	F	724	0.00004	278	0.00001	100	0.00001	78	0.00001	462	0.00004	108	0.00001	390	0.00002	497	0.00003	782	0.00003	0	0.00000	279	0.00001	863	0.00003	146	0.00001	779	0.00002	78	0.00001	645	0.00001	60	0.00001	304	0.00002	422	0.00003	108	0.00001
Straboviridae	2946170	F	748	0.00004	449	0.00002	440	0.00004	286	0.00003	340	0.00003	373	0.00004	515	0.00003	464	0.00003	1061	0.00004	0	0.00000	907	0.00005	372	0.00001	847	0.00006	1017	0.00003	302	0.00003	1228	0.00002	386	0.00005	312	0.00002	879	0.00007	333	0.00003
Herelleviridae	2560065	F	1132	0.00007	528	0.00003	374	0.00003	224	0.00002	263	0.00003	321	0.00003	438	0.00003	457	0.00003	647	0.00003	0	0.00000	1103	0.00006	1071	0.00004	508	0.00003	1004	0.00003	599	0.00005	556	0.00001	439	0.00006	684	0.00005	348	0.00003	754	0.00007
Zierdtviridae	2946175	F	301	0.00002	94	0.00000	47	0.00000	36	0.00000	42	0.00000	99	0.00001	28	0.00000	215	0.00001	889	0.00004	0	0.00000	0	0.00000	88	0.00000	181	0.00001	189	0.00001	288	0.00003	498	0.00001	0	0.00000	11	0.00000	206	0.00002	84	0.00001
Kyanoviridae	2946160	F	201	0.00001	283	0.00001	220	0.00002	157	0.00002	181	0.00002	198	0.00002	660	0.00004	273	0.00002	412	0.00002	0	0.00000	255	0.00001	473	0.00002	200	0.00001	611	0.00002	132	0.00001	804	0.00001	88	0.00001	190	0.00001	171	0.00001	127	0.00001
Demerecviridae	2731690	F	1640	0.00010	104	0.00001	93	0.00001	70	0.00001	87	0.00001	104	0.00001	211	0.00001	265	0.00002	582	0.00002	0	0.00000	419	0.00002	210	0.00001	385	0.00003	96	0.00000	67	0.00001	383	0.00001	173	0.00002	144	0.00001	219	0.00002	112	0.00001
Stanwilliamsviridae	3044479	F	380	0.00002	99	0.00000	197	0.00002	81	0.00001	150	0.00001	135	0.00001	57	0.00000	90	0.00001	1675	0.00007	0	0.00000	200	0.00001	51	0.00000	601	0.00004	184	0.00001	296	0.00003	618	0.00001	30	0.00000	351	0.00003	33	0.00000	279	0.00002
Chaseviridae	2731689	F	144	0.00001	123	0.00001	0	0.00000	0	0.00000	63	0.00001	0	0.00000	19	0.00000	0	0.00000	447	0.00002	0	0.00000	85	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00000	189	0.00000	0	0.00000	24	0.00000	46	0.00000	107	0.00001
Grimontviridae	3044466	F	63	0.00000	298	0.00001	144	0.00001	194	0.00002	36	0.00000	155	0.00002	54	0.00000	140	0.00001	603	0.00002	0	0.00000	49	0.00000	60	0.00000	35	0.00000	318	0.00001	85	0.00001	18	0.00000	69	0.00001	184	0.00001	234	0.00002	84	0.00001
Pachyviridae	2946166	F	454	0.00003	113	0.00001	0	0.00000	10	0.00000	137	0.00001	60	0.00001	0	0.00000	27	0.00000	75	0.00000	0	0.00000	212	0.00001	118	0.00000	11	0.00000	51	0.00000	0	0.00000	54	0.00000	0	0.00000	0	0.00000	29	0.00000	63	0.00001
Assiduviridae	2946156	F	194	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	255	0.00003	218	0.00001	11	0.00000	59	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	62	0.00001
Salasmaviridae	2842328	F	92	0.00001	77	0.00000	32	0.00000	298	0.00003	53	0.00001	170	0.00002	15	0.00000	304	0.00002	63	0.00000	0	0.00000	145	0.00001	176	0.00001	74	0.00001	38	0.00000	139	0.00001	433	0.00001	41	0.00001	63	0.00000	116	0.00001	140	0.00001
Drexlerviridae	2731691	F	194	0.00001	127	0.00001	273	0.00002	142	0.00002	54	0.00001	140	0.00001	187	0.00001	70	0.00000	124	0.00000	0	0.00000	171	0.00001	37	0.00000	162	0.00001	56	0.00000	31	0.00000	214	0.00000	43	0.00001	175	0.00001	82	0.00001	88	0.00001
Casjensviridae	2943001	F	143	0.00001	148	0.00001	87	0.00001	68	0.00001	318	0.00003	40	0.00000	220	0.00001	35	0.00000	237	0.00001	0	0.00000	202	0.00001	32	0.00000	67	0.00000	54	0.00000	41	0.00000	565	0.00001	71	0.00001	102	0.00001	274	0.00002	54	0.00000
Ackermannviridae	2169529	F	35	0.00000	82	0.00000	245	0.00002	68	0.00001	42	0.00000	46	0.00000	377	0.00002	66	0.00000	59	0.00000	0	0.00000	105	0.00001	17	0.00000	83	0.00001	63	0.00000	21	0.00000	877	0.00002	38	0.00001	165	0.00001	92	0.00001	32	0.00000
Rountreeviridae	2842327	F	213	0.00001	117	0.00001	126	0.00001	70	0.00001	164	0.00002	189	0.00002	65	0.00000	52	0.00000	187	0.00001	0	0.00000	258	0.00001	186	0.00001	16	0.00000	192	0.00001	49	0.00000	414	0.00001	31	0.00000	159	0.00001	12	0.00000	42	0.00000
Zobellviridae	2842333	F	128	0.00001	33	0.00000	274	0.00002	0	0.00000	21	0.00000	97	0.00001	11	0.00000	0	0.00000	26	0.00000	0	0.00000	23	0.00000	0	0.00000	38	0.00000	0	0.00000	0	0.00000	70	0.00000	0	0.00000	152	0.00001	74	0.00001	73	0.00001
Vilmaviridae	2946173	F	237	0.00001	70	0.00000	90	0.00001	98	0.00001	19	0.00000	45	0.00000	20	0.00000	34	0.00000	261	0.00001	0	0.00000	69	0.00000	134	0.00001	0	0.00000	53	0.00000	0	0.00000	632	0.00001	72	0.00001	95	0.00001	0	0.00000	0	0.00000
Aliceevansviridae	3044455	F	58	0.00000	67	0.00000	74	0.00001	80	0.00001	73	0.00001	129	0.00001	165	0.00001	131	0.00001	403	0.00002	0	0.00000	76	0.00000	33	0.00000	79	0.00001	56	0.00000	155	0.00001	33	0.00000	23	0.00000	43	0.00000	32	0.00000	0	0.00000
Pootjesviridae	3044473	F	60	0.00000	247	0.00001	95	0.00001	17	0.00000	17	0.00000	54	0.00001	22	0.00000	534	0.00004	88	0.00000	0	0.00000	75	0.00000	117	0.00000	16	0.00000	243	0.00001	0	0.00000	363	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Forsetiviridae	2946158	F	299	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	60	0.00000	92	0.00001	53	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
